,region_type,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_5_24,age_50_64,age_65,ilitotal,num_providers,total_patients,date
1254,National,2021,41,1.95317,1.90695,13072,7120.0,11985,2975.0,2486,37638,3510,1973726,2021-10-11
1255,National,2021,42,1.92693,1.86187,12500,6458.0,11458,2943.0,2355,35714,3474,1918176,2021-10-18
1256,National,2021,43,1.97792,1.89376,12859,6677.0,11888,2853.0,2362,36639,3509,1934723,2021-10-25
1257,National,2021,44,2.14051,2.08777,13304,6968.0,14454,2930.0,2374,40030,3515,1917361,2021-11-01
1258,National,2021,45,2.26691,2.22941,14565,7836.0,15840,3192.0,2730,44163,3530,1980931,2021-11-08
1259,National,2021,46,2.41002,2.35687,14740,8523.0,17358,3639.0,2816,47076,3526,1997393,2021-11-15
1260,National,2021,47,2.51362,2.45867,14918,8183.0,13401,3719.0,3103,43324,3519,1762089,2021-11-22
1261,National,2021,48,2.56387,2.56351,15167,11304.0,17353,4893.0,4012,52729,3545,2056903,2021-11-29
1262,National,2021,49,2.74219,2.71846,14971,11373.0,19971,4863.0,3891,55069,3544,2025745,2021-12-06
1263,National,2021,50,3.1546,3.09823,16287,13615.0,23450,5232.0,3961,62545,3518,2018736,2021-12-13
1264,National,2021,51,4.007,4.07867,18515,22557.0,25073,7773.0,5307,79225,3496,1942424,2021-12-20
1265,National,2021,52,4.89397,5.06901,24109,38300.0,28952,13512.0,8989,113862,3455,2246237,2021-12-27
1266,National,2022,1,4.29914,4.28066,17044,31478.0,24738,12063.0,7939,93262,3487,2178681,2022-01-03
1267,National,2022,2,3.50099,3.41579,12223,21830.0,20214,8735.0,6181,69183,3499,2025389,2022-01-10
1268,National,2022,3,2.77457,2.67796,9492,15006.0,13268,6185.0,4547,48498,3503,1811003,2022-01-17
1269,National,2022,4,2.05464,1.97776,7309,9877.0,9526,4582.0,3516,34810,3485,1760073,2022-01-24
1270,National,2022,5,1.66744,1.56091,6082,6431.0,7748,3018.0,2552,25831,3415,1654872,2022-01-31
1271,National,2022,6,1.43558,1.34542,6395,5170.0,7610,2401.0,2155,23731,3474,1763832,2022-02-07
1272,National,2022,7,1.48076,1.37085,6917,4645.0,8500,2083.0,1801,23946,3474,1746795,2022-02-14
1273,National,2022,8,1.46137,1.37026,7057,4638.0,8330,1816.0,1768,23609,3472,1722955,2022-02-21
1274,National,2022,9,1.57063,1.42301,7423,5008.0,9830,1864.0,1676,25801,3470,1813130,2022-02-28
1275,National,2022,10,1.69692,1.54683,8210,5060.0,11085,1951.0,1771,28077,3485,1815133,2022-03-07
1276,National,2022,11,1.83274,1.67881,9042,5914.0,12124,2202.0,2077,31359,3454,1867926,2022-03-14
1277,National,2022,12,1.88031,1.73443,9302,5973.0,12648,2334.0,2166,32423,3449,1869370,2022-03-21
1278,National,2022,13,1.99637,1.85462,9613,6759.0,13660,2384.0,2406,34822,3443,1877580,2022-03-28
1279,National,2022,14,2.10974,1.99404,10562,7272.0,15187,2573.0,2550,38144,3453,1912899,2022-04-04
1280,National,2022,15,2.18573,2.12964,11336,7838.0,16095,2868.0,2829,40966,3446,1923613,2022-04-11
1281,National,2022,16,2.21825,2.1833,11734,8315.0,15748,3172.0,3117,42086,3457,1927635,2022-04-18
1282,National,2022,17,2.31926,2.21509,12070,8422.0,16372,3274.0,3282,43420,3426,1960190,2022-04-25
1283,National,2022,18,2.38743,2.4143,12835,9402.0,18631,3608.0,3323,47799,3394,1979830,2022-05-02
1284,National,2022,19,2.5726,2.60892,14243,10135.0,19989,3843.0,3815,52025,3376,1994121,2022-05-09
1285,National,2022,20,2.46368,2.60434,15055,10460.0,20746,3985.0,3835,54081,3414,2076569,2022-05-16
1286,National,2022,21,2.39323,2.66831,14561,10167.0,19982,4010.0,3665,52385,3351,1963229,2022-05-23
1287,National,2022,22,2.42307,2.64646,15809,10584.0,17507,4060.0,3903,51863,3345,1959711,2022-05-30
1288,National,2022,23,2.15926,2.29329,14154,9654.0,13726,3941.0,3765,45240,3342,1972714,2022-06-06
1289,National,2022,24,1.98659,2.0741,12858,8941.0,11205,3665.0,3581,40250,3302,1940597,2022-06-13
1290,National,2022,25,1.87626,1.91807,11865,8676.0,9933,3736.0,3620,37830,3355,1972297,2022-06-20
1291,National,2022,26,1.80173,1.80208,11066,8004.0,8513,3523.0,3460,34566,3237,1918113,2022-06-27
1292,National,2022,27,1.81325,1.79307,10580,8380.0,8593,3697.0,3733,34983,3345,1951013,2022-07-04
1293,National,2022,28,1.67273,1.66869,9525,8324.0,8111,3546.0,3505,33011,3313,1978256,2022-07-11
1294,National,2022,29,1.65436,1.64913,9361,8219.0,8116,3483.0,3432,32611,3313,1977461,2022-07-18
1295,National,2022,30,1.66503,1.64799,9153,8056.0,7859,3485.0,3487,32040,3289,1944189,2022-07-25
1296,National,2022,31,1.52846,1.5292,8659,7295.0,7476,3104.0,3107,29641,3305,1938338,2022-08-01
1297,National,2022,32,1.51766,1.51741,8329,6816.0,7813,2804.0,2880,28642,3198,1887562,2022-08-08
1298,National,2022,33,1.59458,1.61916,9479,6659.0,9934,2819.0,2681,31572,3293,1949894,2022-08-15
1299,National,2022,34,1.82581,1.81145,10792,7079.0,12593,2730.0,2593,35787,3280,1975601,2022-08-22
1300,National,2022,35,1.9377,1.89564,11524,6980.0,13887,2670.0,2452,37513,3260,1978914,2022-08-29
1301,National,2022,36,2.00147,1.94934,12548,6978.0,13475,2701.0,2632,38334,3290,1966513,2022-09-05
1302,National,2022,37,2.03389,1.97433,13405,6751.0,14610,2618.0,2454,39838,3322,2017799,2022-09-12
1303,National,2022,38,2.27821,2.19998,15939,6924.0,16713,2658.0,2492,44726,3334,2033022,2022-09-19
1304,National,2022,39,2.35649,2.29832,17080,6945.0,16825,2795.0,2676,46321,3353,2015431,2022-09-26
1305,National,2022,40,2.61257,2.59379,18503,10718.0,20141,4094.0,3862,57318,3684,2209814,2022-10-03
1306,National,2022,41,3.00763,2.85133,20623,11519.0,22779,4394.0,4073,63388,3720,2223106,2022-10-10
1307,National,2022,42,3.31975,3.31688,23713,13719.0,28368,5303.0,4512,75615,3726,2279700,2022-10-17
1308,National,2022,43,4.3682,4.4466,32012,19586.0,45003,7037.0,5858,109496,3788,2462467,2022-10-24
1309,National,2022,44,5.42144,5.54702,37474,25460.0,61015,8469.0,6829,139247,3776,2510305,2022-10-31
1310,National,2022,45,5.73522,5.67263,38651,26941.0,57053,9791.0,7619,140055,3793,2468962,2022-11-07
1311,National,2022,46,5.91793,5.73531,34849,28672.0,55229,10171.0,8498,137419,3777,2396019,2022-11-14
1312,National,2022,47,7.42531,7.37142,39539,36157.0,62925,13876.0,12439,164936,3765,2237505,2022-11-21
1313,National,2022,48,7.21822,7.24012,38495,48042.0,63623,18626.0,16887,185673,3767,2564503,2022-11-28
1314,National,2022,49,6.87034,6.82928,32316,40778.0,62563,16557.0,15034,167248,3750,2448985,2022-12-05
1315,National,2022,50,6.29772,6.46231,28976,38007.0,55613,15506.0,13570,151672,3751,2347026,2022-12-12
1316,National,2022,51,6.00293,6.1412,25500,34587.0,41624,14564.0,13703,129978,3715,2116491,2022-12-19
1317,National,2022,52,5.33838,5.46656,22891,31974.0,27251,14961.0,15454,112531,3703,2058533,2022-12-26
1318,National,2023,1,3.93482,4.07732,16651,27662.0,21006,13549.0,13166,92034,3740,2257219,2023-01-02
1319,National,2023,2,2.94564,3.05773,12231,19912.0,18061,9135.0,8381,67720,3737,2214718,2023-01-09
1320,National,2023,3,2.63811,2.70671,11720,15844.0,16915,7000.0,6291,57770,3730,2134322,2023-01-16
1321,National,2023,4,2.62522,2.67225,12170,15618.0,18680,6410.0,5353,58231,3716,2179097,2023-01-23
1322,National,2023,5,2.58477,2.68591,12686,15506.0,19751,6113.0,5270,59326,3734,2208786,2023-01-30
1323,National,2023,6,2.59148,2.70465,13271,15921.0,20964,6469.0,5633,62258,3735,2301891,2023-02-06
1324,National,2023,7,2.5701,2.6371,13127,15055.0,19818,6263.0,5402,59665,3695,2262519,2023-02-13
1325,National,2023,8,2.52707,2.58651,13478,13880.0,18410,6054.0,5401,57223,3719,2212367,2023-02-20
1326,National,2023,9,2.4046,2.44348,12693,13849.0,18281,5769.0,5090,55682,3725,2278801,2023-02-27
1327,National,2023,10,2.3571,2.40445,12840,13379.0,18388,5365.0,4714,54686,3722,2274369,2023-03-06
1328,National,2023,11,2.3545,2.43524,13086,13264.0,17814,5298.0,4801,54263,3713,2228243,2023-03-13
1329,National,2023,12,2.31096,2.41343,13043,13685.0,18685,5286.0,4695,55394,3665,2295244,2023-03-20
1330,National,2023,13,2.25771,2.34891,12413,13208.0,18078,5005.0,4638,53342,3688,2270922,2023-03-27
1331,National,2023,14,2.12953,2.20628,11586,11976.0,15673,4783.0,4337,48355,3680,2191695,2023-04-03
1332,National,2023,15,2.01047,2.0726,11151,11853.0,14832,4552.0,4337,46725,3665,2254413,2023-04-10
1333,National,2023,16,1.90776,1.95437,9912,11388.0,14788,4361.0,4058,44507,3680,2277306,2023-04-17
1334,National,2023,17,1.90393,1.97315,10041,11176.0,15803,4133.0,3649,44802,3677,2270577,2023-04-24
1335,National,2023,18,1.93608,2.0174,10013,11224.0,16115,4283.0,3947,45582,3652,2259439,2023-05-01
1336,National,2023,19,1.90846,1.99349,10187,11067.0,16725,4072.0,3718,45769,3654,2295923,2023-05-08
1337,National,2023,20,1.88236,1.96616,9740,10697.0,15517,3875.0,3458,43287,3653,2201602,2023-05-15
1338,National,2023,21,1.83328,1.91398,9389,10386.0,14611,3640.0,3490,41516,3518,2169098,2023-05-22
1339,National,2023,22,1.83857,1.93826,9568,10413.0,14220,3845.0,3543,41589,3601,2145684,2023-05-29
1340,National,2023,23,1.57748,1.69283,8309,9954.0,11628,3622.0,3426,36939,3583,2182091,2023-06-05
1341,National,2023,24,1.48614,1.57462,7741,9289.0,10223,3447.0,3180,33880,3589,2151633,2023-06-12
1342,National,2023,25,1.36472,1.44401,6998,8727.0,8941,3236.0,2987,30889,3582,2139112,2023-06-19
1343,National,2023,26,1.27095,1.32385,6388,8130.0,8012,3046.0,2910,28486,3539,2151758,2023-06-26
1344,National,2023,27,1.22553,1.29091,5944,7472.0,7475,2940.0,2817,26648,3569,2064286,2023-07-03
1345,National,2023,28,1.15793,1.20177,5608,7567.0,7043,2925.0,2760,25903,3542,2155400,2023-07-10
1346,National,2023,29,1.12685,1.19268,5718,7476.0,6836,2931.0,2841,25802,3560,2163359,2023-07-17
1347,National,2023,30,1.16805,1.23085,5812,7475.0,7046,3137.0,2947,26417,3551,2146245,2023-07-24
1348,National,2023,31,1.20299,1.26099,5678,7979.0,6966,3273.0,3000,26896,3542,2132922,2023-07-31
1349,National,2023,32,1.27357,1.35931,5982,8642.0,7764,3560.0,3365,29313,3521,2156467,2023-08-07
1350,National,2023,33,1.44821,1.53965,6688,9791.0,9759,3784.0,3641,33663,3533,2186399,2023-08-14
1351,National,2023,34,1.70391,1.8262,8234,11256.0,13151,4300.0,4038,40979,3524,2243946,2023-08-21
1352,National,2023,35,1.93305,1.97735,8980,11792.0,14664,4630.0,4345,44411,3537,2245988,2023-08-28
1353,National,2023,36,2.00204,2.0246,9546,11819.0,14159,4621.0,4589,44734,3538,2209523,2023-09-04
1354,National,2023,37,1.94047,1.99147,9485,11798.0,14904,4699.0,4401,45287,3558,2274050,2023-09-11
1355,National,2023,38,2.03761,2.13438,10912,11970.0,16162,4711.0,4510,48265,3558,2261308,2023-09-18
1356,National,2023,39,2.08992,2.17945,11376,12299.0,16110,4934.0,4550,49269,3552,2260617,2023-09-25
1357,National,2023,40,2.27793,2.25998,13519,13442.0,19002,5294.0,5055,56312,4131,2491698,2023-10-02
1358,National,2023,41,2.33671,2.31342,14421,13972.0,18598,5435.0,5098,57524,4152,2486536,2023-10-09
1359,National,2023,42,2.52187,2.51544,15720,14465.0,20305,5816.0,6196,62502,4137,2484738,2023-10-16
1360,National,2023,43,2.7123,2.68556,16987,15481.0,22514,6082.0,6712,67776,4163,2523716,2023-10-23
1361,National,2023,44,2.94534,2.91432,17798,16589.0,24808,6341.0,6696,72232,4157,2478520,2023-10-30
1362,National,2023,45,3.40907,3.32776,21464,19331.0,29464,7439.0,7761,85459,4153,2568065,2023-11-06
1363,National,2023,46,3.68972,3.5743,22031,21568.0,30863,8086.0,8425,90973,4156,2545200,2023-11-13
1364,National,2023,47,3.92848,3.7901,22396,20392.0,25940,8378.0,8418,85524,4169,2256510,2023-11-20
1365,National,2023,48,4.03342,3.96247,22647,28355.0,30362,11139.0,11208,103711,4142,2617331,2023-11-27
1366,National,2023,49,4.38274,4.35808,23372,29042.0,38214,12204.0,11372,114204,4106,2620511,2023-12-04
1367,National,2023,50,5.1835,5.21044,26102,35037.0,48365,14003.0,12573,136080,4122,2611680,2023-12-11
1368,National,2023,51,6.22917,6.31311,29797,45280.0,53512,18118.0,16629,163336,4093,2587250,2023-12-18
1369,National,2023,52,6.7957,6.90766,31511,50073.0,41815,21707.0,21720,166826,4084,2415088,2023-12-25
1370,National,2024,1,5.71368,5.7628,24694,47041.0,32334,20537.0,19384,143990,4112,2498612,2024-01-01
1371,National,2024,2,4.65928,4.75417,18158,37112.0,31411,16413.0,15396,118490,4110,2492338,2024-01-08
1372,National,2024,3,4.3245,4.35187,16166,30584.0,29175,12647.0,11566,100138,4121,2301033,2024-01-15
1373,National,2024,4,4.22931,4.22442,16239,31806.0,34400,12500.0,10657,105602,4145,2499800,2024-01-22
1374,National,2024,5,4.41989,4.27929,17275,30432.0,38582,11604.0,10061,107954,4127,2522709,2024-01-29
1375,National,2024,6,4.45634,4.40086,17972,31622.0,41799,11550.0,10051,112994,4130,2567545,2024-02-05
1376,National,2024,7,4.35464,4.33656,17415,30781.0,39011,11242.0,9970,108419,4119,2500114,2024-02-12
1377,National,2024,8,4.33678,4.32509,17663,31284.0,37153,11328.0,10184,107612,4111,2488087,2024-02-19
1378,National,2024,9,4.05611,4.08117,17345,30563.0,36016,11054.0,9918,104896,4110,2570243,2024-02-26
1379,National,2024,10,3.71978,3.73652,16514,26681.0,33112,9716.0,8825,94848,4114,2538404,2024-03-04
1380,National,2024,11,3.39628,3.40044,15886,23711.0,29174,8472.0,7746,84989,4053,2499356,2024-03-11
1381,National,2024,12,3.0858,3.15503,15113,22028.0,26599,7832.0,7129,78701,4107,2494462,2024-03-18
1382,National,2024,13,2.9714,3.03369,14446,21244.0,23603,7506.0,7111,73910,4101,2436307,2024-03-25
1383,National,2024,14,2.76565,2.83173,13934,20152.0,20522,7159.0,6787,68554,4076,2420926,2024-04-01
1384,National,2024,15,2.53804,2.59227,13273,18246.0,19776,6845.0,6383,64523,4091,2489051,2024-04-08
1385,National,2024,16,2.24764,2.29494,11860,15643.0,18351,5945.0,5776,57575,4077,2508780,2024-04-15
1386,National,2024,17,2.19003,2.24404,11399,14896.0,18208,5643.0,5293,55439,4050,2470504,2024-04-22
1387,National,2024,18,2.0989,2.1458,11137,14267.0,17619,5365.0,5141,53529,4003,2494591,2024-04-29
1388,National,2024,19,2.00353,2.04091,10369,13415.0,16483,5177.0,5020,50464,4050,2472624,2024-05-06
1389,National,2024,20,1.97624,2.03567,10406,13165.0,15798,5051.0,4991,49411,4007,2427265,2024-05-13
1390,National,2024,21,1.90643,1.95779,9850,12855.0,14635,5285.0,4962,47587,3968,2430650,2024-05-20
1391,National,2024,22,1.87634,1.92153,9668,11933.0,13387,4835.0,4948,44771,3956,2329971,2024-05-27
1392,National,2024,23,1.66026,1.72595,8276,11775.0,11489,4808.0,4907,41255,3928,2390280,2024-06-03
1393,National,2024,24,1.58147,1.60554,7428,10852.0,10240,4591.0,4638,37749,3923,2351169,2024-06-10
1394,National,2024,25,1.49219,1.54241,6737,10989.0,9063,4334.0,4687,35810,3920,2321695,2024-06-17
1395,National,2024,26,1.46571,1.49584,6273,10637.0,9106,4531.0,4689,35236,3868,2355607,2024-06-24
1396,National,2024,27,1.37621,1.44688,5818,9484.0,8092,4037.0,4701,32132,3900,2220776,2024-07-01
1397,National,2024,28,1.45491,1.44758,6105,10810.0,8834,4636.0,4632,35017,3887,2419002,2024-07-08
1398,National,2024,29,1.45267,1.43219,5727,10279.0,8337,4495.0,4666,33504,3872,2339356,2024-07-15
1399,National,2024,30,1.52184,1.50415,6025,10741.0,8690,4555.0,4817,34828,3914,2315454,2024-07-22
1400,National,2024,31,1.53512,1.4947,6014,10830.0,8946,4451.0,4779,35020,3920,2342939,2024-07-29
1401,National,2024,32,1.53963,1.50488,6283,10778.0,9110,4309.0,4610,35090,3910,2331748,2024-08-05
1402,National,2024,33,1.56538,1.5652,6612,10932.0,10516,4427.0,4572,37059,3922,2367690,2024-08-12
1403,National,2024,34,1.76722,1.75921,7615,11680.0,13442,4543.0,4571,41851,3926,2378965,2024-08-19
1404,National,2024,35,1.93367,1.88884,8439,12223.0,15731,4556.0,4733,45682,3924,2418520,2024-08-26
1405,National,2024,36,1.91961,1.90742,8653,12074.0,14746,4689.0,4578,44740,3934,2345582,2024-09-02
1406,National,2024,37,1.95498,1.90629,8863,12549.0,15823,4677.0,4742,46654,3880,2447376,2024-09-09
1407,National,2024,38,1.95298,1.94745,9500,12326.0,17207,4740.0,4768,48541,3944,2492541,2024-09-16
1408,National,2024,39,1.93469,1.93695,9474,12162.0,16120,4632.0,4484,46872,3920,2419887,2024-09-23
1409,National,2024,40,1.95991,1.86963,10204,12588.0,17928,4705.0,4763,50188,4229,2684375,2024-09-30
1410,National,2024,41,2.07596,1.9677,10784,12977.0,18789,4892.0,4712,52154,4243,2650505,2024-10-07
1411,National,2024,42,2.10974,2.02963,11017,13528.0,19536,4950.0,4814,53845,4238,2652945,2024-10-14
1412,National,2024,43,2.26669,2.17598,12591,14520.0,22937,5144.0,5041,60233,4240,2768082,2024-10-21
1413,National,2024,44,2.36872,2.25438,13408,15287.0,22360,5370.0,5076,61501,4179,2728063,2024-10-28
1414,National,2024,45,2.53598,2.41072,15127,16365.0,23810,5828.0,5441,66571,4226,2761458,2024-11-04
1415,National,2024,46,2.74353,2.59731,16323,16864.0,24793,6195.0,5612,69787,4241,2686893,2024-11-11
1416,National,2024,47,2.95427,2.81427,18076,18236.0,27495,6737.0,5917,76461,4205,2716908,2024-11-18
1417,National,2024,48,3.21891,3.14286,19887,17488.0,23815,6589.0,6438,74217,4223,2361446,2024-11-25
1418,National,2024,49,3.37099,3.26423,19974,22865.0,27172,8875.0,8913,87799,4220,2689734,2024-12-02
1419,National,2024,50,3.8155,3.70054,22158,25133.0,33870,9953.0,9874,100988,4226,2729008,2024-12-09
1420,National,2024,51,4.95277,4.81918,28815,33723.0,45506,12695.0,12223,132962,4187,2759016,2024-12-16
1421,National,2024,52,6.77809,6.68401,37488,44813.0,48170,18449.0,18622,167542,4185,2506608,2024-12-23
1422,National,2025,1,6.34615,6.19013,33415,48713.0,37551,21902.0,23093,164674,4214,2660269,2025-01-06
1423,National,2025,2,5.36728,5.31683,23555,42910.0,36084,19315.0,17885,139749,4209,2628428,2025-01-13
1424,National,2025,3,5.77396,5.70895,25948,44092.0,50217,19119.0,17237,156613,4219,2743290,2025-01-20
1425,National,2025,4,6.98985,6.86353,30108,50934.0,59081,21079.0,17996,179198,4222,2610874,2025-01-27
1426,National,2025,5,7.76202,7.43022,32780,59732.0,72116,26137.0,23178,213943,4218,2879362,2025-02-03
1427,National,2025,6,7.83178,7.70785,34981,59594.0,75846,26601.0,24914,221936,4213,2879351,2025-02-10
1428,National,2025,7,6.93725,7.06966,29365,52515.0,61924,24226.0,23904,191934,4211,2714896,2025-02-17
1429,National,2025,8,5.96079,6.03236,24647,44715.0,46218,20343.0,20421,156344,4205,2591757,2025-02-24
1430,National,2025,9,4.91824,4.8494,20522,37575.0,38848,17538.0,18254,132737,4199,2737185,2025-03-03
1431,National,2025,10,4.29769,4.27101,18259,31412.0,35277,14112.0,14491,113551,4186,2658647,2025-03-10
1432,National,2025,11,3.87896,3.88314,17040,28405.0,32820,12430.0,12591,103286,4162,2659859,2025-03-17
1433,National,2025,12,3.30337,3.31917,15045,24078.0,27886,10004.0,10347,87360,4147,2631985,2025-03-24
1434,National,2025,13,2.94654,2.96822,13708,21397.0,25109,8333.0,8405,76952,4147,2592534,2025-03-31
1435,National,2025,14,2.5121,2.48986,11347,15782.0,19675,5891.0,5848,58543,4002,2351254,2025-04-07
